"df_name","crime_category","ensemble_model","num_articles_predicted","Precision","Recall","F_Score","Accuracy","True_Negative_n","False_Negative_n","True_Positive_n_","False_Positive_","is_tfidf","is_stem","is_stem_and_tfidf","df_term_total","total_positives","total_negatives"
"mydtm_sparse_0.98","code_34_Burlgary","all_models_prob_1_greater_than_0.2",1000,1,0.022,0.043,0.956,955,44,1,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_one_model_prob_1_greater_than_0.3",1000,0.345,0.222,0.27,0.946,936,35,10,19,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_two_models_prob_1_greater_than_0.3",1000,0.222,0.044,0.074,0.95,948,43,2,7,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_three_models_prob_1_greater_than_0.3",1000,1,0.044,0.085,0.957,955,43,2,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","all_models_prob_1_greater_than_0.3",1000,1,0.022,0.043,0.956,955,44,1,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_one_model_prob_1_greater_than_0.4",1000,0.391,0.2,0.265,0.95,941,36,9,14,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_two_models_prob_1_greater_than_0.4",1000,0.4,0.044,0.08,0.954,952,43,2,3,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_three_models_prob_1_greater_than_0.4",1000,1,0.044,0.085,0.957,955,43,2,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.955,955,45,0,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_one_model_prob_1_greater_than_0.5",1000,0.333,0.156,0.212,0.948,941,38,7,14,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_two_models_prob_1_greater_than_0.5",1000,0.5,0.044,0.082,0.955,953,43,2,2,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_three_models_prob_1_greater_than_0.5",1000,1,0.022,0.043,0.956,955,44,1,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.955,955,45,0,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_one_model_prob_1_greater_than_0.6",1000,0.333,0.156,0.212,0.948,941,38,7,14,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_two_models_prob_1_greater_than_0.6",1000,0.667,0.044,0.083,0.956,954,43,2,1,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_three_models_prob_1_greater_than_0.6",1000,1,0.022,0.043,0.956,955,44,1,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.955,955,45,0,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_one_model_prob_1_greater_than_0.7",1000,0.35,0.156,0.215,0.949,942,38,7,13,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_two_models_prob_1_greater_than_0.7",1000,0.667,0.044,0.083,0.956,954,43,2,1,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_three_models_prob_1_greater_than_0.7",1000,1,0.022,0.043,0.956,955,44,1,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.955,955,45,0,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_one_model_prob_1_greater_than_0.8",1000,0.368,0.156,0.219,0.95,943,38,7,12,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_two_models_prob_1_greater_than_0.8",1000,0.667,0.044,0.083,0.956,954,43,2,1,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","at_least_three_models_prob_1_greater_than_0.8",1000,1,0.022,0.043,0.956,955,44,1,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_34_Burlgary","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.955,955,45,0,0,0,0,0,1305,45,955
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_one_model_prob_1_greater_than_0.2",1000,0.507,0.923,0.655,0.962,926,3,36,35,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_two_models_prob_1_greater_than_0.2",1000,0.604,0.744,0.667,0.971,942,10,29,19,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_three_models_prob_1_greater_than_0.2",1000,0.714,0.641,0.676,0.976,951,14,25,10,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","all_models_prob_1_greater_than_0.2",1000,0.826,0.487,0.613,0.976,957,20,19,4,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_one_model_prob_1_greater_than_0.3",1000,0.571,0.821,0.674,0.969,937,7,32,24,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_two_models_prob_1_greater_than_0.3",1000,0.684,0.667,0.675,0.975,949,13,26,12,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_three_models_prob_1_greater_than_0.3",1000,0.793,0.59,0.676,0.978,955,16,23,6,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","all_models_prob_1_greater_than_0.3",1000,0.882,0.385,0.536,0.974,959,24,15,2,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_one_model_prob_1_greater_than_0.4",1000,0.604,0.744,0.667,0.971,942,10,29,19,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_two_models_prob_1_greater_than_0.4",1000,0.781,0.641,0.704,0.979,954,14,25,7,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_three_models_prob_1_greater_than_0.4",1000,0.833,0.513,0.635,0.977,957,19,20,4,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","all_models_prob_1_greater_than_0.4",1000,0.846,0.282,0.423,0.97,959,28,11,2,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_one_model_prob_1_greater_than_0.5",1000,0.63,0.744,0.682,0.973,944,10,29,17,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_two_models_prob_1_greater_than_0.5",1000,0.786,0.564,0.657,0.977,955,17,22,6,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_three_models_prob_1_greater_than_0.5",1000,0.857,0.308,0.453,0.971,959,27,12,2,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","all_models_prob_1_greater_than_0.5",1000,1,0.051,0.098,0.963,961,37,2,0,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_one_model_prob_1_greater_than_0.6",1000,0.674,0.744,0.707,0.976,947,10,29,14,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_two_models_prob_1_greater_than_0.6",1000,0.808,0.538,0.646,0.977,956,18,21,5,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_three_models_prob_1_greater_than_0.6",1000,0.857,0.154,0.261,0.966,960,33,6,1,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","all_models_prob_1_greater_than_0.6",1000,1,0.026,0.05,0.962,961,38,1,0,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_one_model_prob_1_greater_than_0.7",1000,0.658,0.641,0.649,0.973,948,14,25,13,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_two_models_prob_1_greater_than_0.7",1000,0.826,0.487,0.613,0.976,957,20,19,4,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_three_models_prob_1_greater_than_0.7",1000,0.833,0.128,0.222,0.965,960,34,5,1,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.961,961,39,0,0,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_one_model_prob_1_greater_than_0.8",1000,0.649,0.615,0.632,0.972,948,15,24,13,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_two_models_prob_1_greater_than_0.8",1000,0.833,0.385,0.526,0.973,958,24,15,3,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","at_least_three_models_prob_1_greater_than_0.8",1000,0.833,0.128,0.222,0.965,960,34,5,1,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_35_Driving Under the Influence","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.961,961,39,0,0,0,0,0,1305,39,961
"mydtm_sparse_0.98","code_36_Fraud","at_least_one_model_prob_1_greater_than_0.2",1000,0.371,0.783,0.503,0.929,893,10,36,61,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_two_models_prob_1_greater_than_0.2",1000,0.508,0.652,0.571,0.955,925,16,30,29,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_three_models_prob_1_greater_than_0.2",1000,0.742,0.5,0.597,0.969,946,23,23,8,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","all_models_prob_1_greater_than_0.2",1000,0.812,0.283,0.419,0.964,951,33,13,3,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_one_model_prob_1_greater_than_0.3",1000,0.457,0.696,0.552,0.948,916,14,32,38,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_two_models_prob_1_greater_than_0.3",1000,0.657,0.5,0.568,0.965,942,23,23,12,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_three_models_prob_1_greater_than_0.3",1000,0.76,0.413,0.535,0.967,948,27,19,6,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","all_models_prob_1_greater_than_0.3",1000,0.846,0.239,0.373,0.963,952,35,11,2,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_one_model_prob_1_greater_than_0.4",1000,0.459,0.609,0.523,0.949,921,18,28,33,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_two_models_prob_1_greater_than_0.4",1000,0.7,0.457,0.553,0.966,945,25,21,9,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_three_models_prob_1_greater_than_0.4",1000,0.812,0.283,0.419,0.964,951,33,13,3,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","all_models_prob_1_greater_than_0.4",1000,0.889,0.174,0.291,0.961,953,38,8,1,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_one_model_prob_1_greater_than_0.5",1000,0.475,0.609,0.533,0.951,923,18,28,31,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_two_models_prob_1_greater_than_0.5",1000,0.68,0.37,0.479,0.963,946,29,17,8,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_three_models_prob_1_greater_than_0.5",1000,1,0.196,0.327,0.963,954,37,9,0,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","all_models_prob_1_greater_than_0.5",1000,1,0.022,0.043,0.955,954,45,1,0,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_one_model_prob_1_greater_than_0.6",1000,0.509,0.609,0.554,0.955,927,18,28,27,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_two_models_prob_1_greater_than_0.6",1000,0.75,0.326,0.455,0.964,949,31,15,5,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_three_models_prob_1_greater_than_0.6",1000,1,0.152,0.264,0.961,954,39,7,0,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.954,954,46,0,0,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_one_model_prob_1_greater_than_0.7",1000,0.5,0.543,0.521,0.954,929,21,25,25,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_two_models_prob_1_greater_than_0.7",1000,0.824,0.304,0.444,0.965,951,32,14,3,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_three_models_prob_1_greater_than_0.7",1000,1,0.109,0.196,0.959,954,41,5,0,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.954,954,46,0,0,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_one_model_prob_1_greater_than_0.8",1000,0.533,0.522,0.527,0.957,933,22,24,21,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_two_models_prob_1_greater_than_0.8",1000,0.857,0.261,0.4,0.964,952,34,12,2,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","at_least_three_models_prob_1_greater_than_0.8",1000,1,0.087,0.16,0.958,954,42,4,0,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_36_Fraud","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.954,954,46,0,0,0,0,0,1305,46,954
"mydtm_sparse_0.98","code_37_Robbery","at_least_one_model_prob_1_greater_than_0.2",1000,0.456,0.895,0.604,0.844,725,14,119,142,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_two_models_prob_1_greater_than_0.2",1000,0.593,0.722,0.651,0.897,801,37,96,66,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_three_models_prob_1_greater_than_0.2",1000,0.781,0.564,0.655,0.921,846,58,75,21,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","all_models_prob_1_greater_than_0.2",1000,0.894,0.444,0.593,0.919,860,74,59,7,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_one_model_prob_1_greater_than_0.3",1000,0.527,0.82,0.641,0.878,769,24,109,98,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_two_models_prob_1_greater_than_0.3",1000,0.659,0.624,0.641,0.907,824,50,83,43,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_three_models_prob_1_greater_than_0.3",1000,0.827,0.504,0.626,0.92,853,66,67,14,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","all_models_prob_1_greater_than_0.3",1000,0.926,0.376,0.535,0.913,863,83,50,4,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_one_model_prob_1_greater_than_0.4",1000,0.556,0.714,0.625,0.886,791,38,95,76,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_two_models_prob_1_greater_than_0.4",1000,0.723,0.549,0.624,0.912,839,60,73,28,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_three_models_prob_1_greater_than_0.4",1000,0.903,0.421,0.574,0.917,861,77,56,6,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","all_models_prob_1_greater_than_0.4",1000,1,0.308,0.471,0.908,867,92,41,0,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_one_model_prob_1_greater_than_0.5",1000,0.546,0.624,0.582,0.881,798,50,83,69,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_two_models_prob_1_greater_than_0.5",1000,0.805,0.466,0.59,0.914,852,71,62,15,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_three_models_prob_1_greater_than_0.5",1000,0.956,0.323,0.483,0.908,865,90,43,2,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","all_models_prob_1_greater_than_0.5",1000,1,0.248,0.398,0.9,867,100,33,0,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_one_model_prob_1_greater_than_0.6",1000,0.553,0.624,0.587,0.883,800,50,83,67,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_two_models_prob_1_greater_than_0.6",1000,0.806,0.376,0.513,0.905,855,83,50,12,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_three_models_prob_1_greater_than_0.6",1000,1,0.263,0.417,0.902,867,98,35,0,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","all_models_prob_1_greater_than_0.6",1000,1,0.211,0.348,0.895,867,105,28,0,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_one_model_prob_1_greater_than_0.7",1000,0.555,0.609,0.581,0.883,802,52,81,65,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_two_models_prob_1_greater_than_0.7",1000,0.837,0.308,0.451,0.9,859,92,41,8,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_three_models_prob_1_greater_than_0.7",1000,1,0.233,0.378,0.898,867,102,31,0,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","all_models_prob_1_greater_than_0.7",1000,1,0.075,0.14,0.877,867,123,10,0,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_one_model_prob_1_greater_than_0.8",1000,0.554,0.579,0.566,0.882,805,56,77,62,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_two_models_prob_1_greater_than_0.8",1000,0.841,0.278,0.418,0.897,860,96,37,7,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","at_least_three_models_prob_1_greater_than_0.8",1000,1,0.173,0.295,0.89,867,110,23,0,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_37_Robbery","all_models_prob_1_greater_than_0.8",1000,1,0.045,0.086,0.873,867,127,6,0,0,0,0,1305,133,867
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_one_model_prob_1_greater_than_0.2",1000,0,0,NA,0.994,994,2,0,4,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_two_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_three_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","all_models_prob_1_greater_than_0.2",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_one_model_prob_1_greater_than_0.3",1000,0,0,NA,0.995,995,2,0,3,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_two_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_three_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","all_models_prob_1_greater_than_0.3",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_one_model_prob_1_greater_than_0.4",1000,0,0,NA,0.995,995,2,0,3,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_two_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_three_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","all_models_prob_1_greater_than_0.4",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_one_model_prob_1_greater_than_0.5",1000,0,0,NA,0.995,995,2,0,3,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_two_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_three_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","all_models_prob_1_greater_than_0.5",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_one_model_prob_1_greater_than_0.6",1000,0,0,NA,0.995,995,2,0,3,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_two_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_three_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","all_models_prob_1_greater_than_0.6",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_one_model_prob_1_greater_than_0.7",1000,0,0,NA,0.996,996,2,0,2,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_two_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_three_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","all_models_prob_1_greater_than_0.7",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_one_model_prob_1_greater_than_0.8",1000,0,0,NA,0.997,997,2,0,1,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_two_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","at_least_three_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_sparse_0.98","code_38_Police Use of Taser","all_models_prob_1_greater_than_0.8",1000,NA,0,NA,0.998,998,2,0,0,0,0,0,1305,2,998
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","at_least_one_model_prob_1_greater_than_0.2",1000,0.461,0.998,0.63,0.483,42,1,441,516,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","at_least_two_models_prob_1_greater_than_0.2",1000,0.506,0.991,0.67,0.569,131,4,438,427,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","at_least_three_models_prob_1_greater_than_0.2",1000,0.567,0.962,0.713,0.658,233,17,425,325,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","all_models_prob_1_greater_than_0.2",1000,0.663,0.606,0.634,0.69,422,174,268,136,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","at_least_one_model_prob_1_greater_than_0.3",1000,0.494,0.989,0.659,0.548,111,5,437,447,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","at_least_two_models_prob_1_greater_than_0.3",1000,0.567,0.968,0.715,0.659,231,14,428,327,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","at_least_three_models_prob_1_greater_than_0.3",1000,0.636,0.905,0.747,0.729,329,42,400,229,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","all_models_prob_1_greater_than_0.3",1000,0.71,0.577,0.637,0.709,454,187,255,104,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","at_least_one_model_prob_1_greater_than_0.4",1000,0.55,0.973,0.703,0.636,206,12,430,352,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","at_least_two_models_prob_1_greater_than_0.4",1000,0.635,0.937,0.757,0.734,320,28,414,238,0,1,0,1243,442,558
"mydtm_stem_sparse_0.98","code_2_Chicago Police Department","at_least_three_models_prob_1_greater_than_0.4",1000,0.683,0.803,0.738,0.748,393,87,355,165,0,1,0,1243,442,558
